72,56,65,73,72,79,78,85,77
72,56,65,72,71,78,78,85,77
71,56,65,73,72,79,78,84,77
72,56,65,73,72,79,78,84,77
71,55,65,72,71,78,78,85,77
72,56,65,72,71,79,78,85,0
72,56,65,73,72,79,78,85,77
71,56,65,72,72,0,78,85,77
72,56,65,72,71,78,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,84,77
71,55,65,72,71,78,79,85,77
72,56,65,73,72,79,78,85,77
71,56,65,72,71,79,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,84,77
71,56,65,72,71,78,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,72,71,78,78,85,0
72,56,65,73,72,79,78,85,77
71,56,65,72,71,79,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,84,77
71,55,65,72,71,78,78,85,77
71,56,65,72,71,79,78,85,77
72,56,65,72,71,78,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,73,72,79,78,84,77
71,56,65,72,71,78,78,85,77
72,56,65,72,71,79,78,85,76
72,56,65,73,72,79,78,84,77
72,56,65,72,71,78,78,85,77
72,56,65,72,71,79,78,85,76
71,55,65,72,71,79,78,85,77
72,56,0,72,71,78,78,85,77
72,56,65,73,72,79,78,85,77
71,55,65,72,71,78,78,85,77
72,56,65,73,71,79,78,85,76
72,56,65,72,71,79,78,85,76
72,56,65,73,72,79,78,84,77
71,55,65,72,71,79,78,85,77
72,56,65,73,72,79,78,85,77
72,56,65,72,71,78,78,85,77
72,56,65,73,71,79,78,85,77
71,55,65,72,71,78,78,85,76
72,56,65,73,72,79,78,85,77
71,56,65,72,71,79,78,85,0
72,56,65,73,72,0,78,85,77
72,56,65,73,72,79,78,85,77
72,55,0,72,71,78,78,85,76
72,56,65,73,71,79,78,85,76
72,56,65,72,71,78,78,85,76
72,56,65,72,71,78,78,85,77
72,56,65,73,71,79,78,85,77
72,56,65,72,71,78,78,85,76
72,56,65,73,71,79,78,85,76
72,56,65,73,72,79,78,84,77
71,55,65,72,71,78,78,85,76
72,56,65,72,71,78,78,85,76
72,56,65,73,72,79,78,84,77
72,56,65,72,71,79,78,85,77
72,56,65,72,71,78,78,85,77
72,56,65,72,71,0,78,85,76
72,56,65,73,72,79,78,84,77
71,55,0,71,71,78,78,85,77
72,56,65,72,71,78,78,85,76
72,56,65,72,72,79,78,84,77
71,56,65,72,71,78,78,85,77
72,56,65,72,71,79,78,85,77
