72,56,65,71,70,78,77,85,76
71,55,65,72,71,79,78,84,77
71,55,64,71,71,78,77,85,76
72,56,65,72,71,78,78,85,76
72,56,65,72,72,79,78,84,76
71,55,64,71,71,78,78,85,77
72,56,65,71,71,78,78,85,76
72,56,65,72,72,79,78,84,77
71,55,65,72,71,78,78,84,76
72,55,65,71,70,78,77,85,77
72,56,65,72,71,79,78,85,76
71,56,65,72,71,79,78,84,77
71,55,64,71,70,78,78,85,76
72,56,65,72,72,79,78,84,76
71,55,64,71,71,78,78,85,77
72,56,65,71,71,78,77,85,76
72,56,65,72,72,79,78,84,77
71,55,65,72,71,78,78,84,76
72,55,65,71,70,78,77,85,76
72,56,65,72,71,79,78,0,76
71,55,64,71,70,0,77,85,76
72,56,65,72,71,78,78,85,76
72,56,65,0,72,79,78,84,76
71,55,64,71,71,78,78,85,77
72,0,65,71,71,78,78,85,76
72,56,65,72,72,79,78,84,77
71,55,65,72,71,78,78,84,77
72,56,65,71,70,78,77,85,76
72,56,65,72,71,79,78,85,76
71,56,65,72,71,79,78,84,77
71,55,64,71,71,78,78,85,76
72,56,65,72,71,78,78,85,76
72,56,65,72,72,79,78,84,76
72,56,65,71,71,78,77,85,76
72,56,65,72,72,79,78,84,77
71,55,65,72,71,78,78,84,76
72,55,65,71,70,78,77,85,76
72,56,65,72,71,79,78,85,76
71,56,65,72,71,79,78,84,77
71,55,64,71,71,78,77,85,76
72,56,65,72,71,78,78,85,76
72,56,65,72,72,79,78,84,76
71,55,64,71,71,78,78,85,77
72,56,65,71,71,78,77,85,76
71,55,65,72,71,78,78,84,77
72,56,65,71,70,78,77,85,76
72,56,65,72,71,79,78,85,76
71,55,65,72,71,79,78,84,77
71,55,64,71,71,78,78,85,76
72,56,65,72,71,78,78,85,76
72,56,65,72,71,79,78,84,76
71,55,64,71,71,78,78,0,76
72,56,65,71,71,78,78,85,76
71,55,65,72,71,78,78,84,77
72,56,65,0,70,78,77,85,76
72,56,65,72,71,79,78,85,76
71,56,65,72,71,79,78,84,77
71,55,64,71,70,78,77,85,76
72,56,65,72,71,78,78,85,76
72,56,65,71,71,78,77,85,76
72,56,65,72,71,79,78,84,77
71,55,65,72,71,78,78,84,77
72,56,65,71,70,78,78,85,76
72,56,65,72,71,78,77,85,77
71,55,65,72,71,78,78,84,76
72,56,65,72,71,78,77,84,76
71,55,64,71,70,77,77,84,76
71,56,65,71,70,77,77,84,75
71,56,64,71,70,77,77,84,76
71,55,64,70,69,75,76,84,75
71,55,64,71,69,76,76,84,75
71,55,64,70,69,76,76,83,74
70,54,63,70,68,75,75,83,75
70,55,63,70,69,74,75,83,74
70,54,63,70,69,74,75,83,74
70,55,63,69,68,73,74,83,73
70,55,63,70,68,74,74,82,74
70,54,63,69,67,73,74,83,73
70,55,63,70,68,74,74,0,74
70,54,63,70,68,74,74,82,74
69,54,62,69,67,0,74,83,73
70,55,63,70,68,73,74,83,73
70,54,63,0,68,74,74,82,73
69,54,62,69,68,73,74,83,74
70,55,63,70,68,73,74,82,74
70,54,63,69,68,73,74,82,74
70,54,63,69,67,73,73,83,73
70,54,63,70,68,73,74,82,74
69,54,62,69,67,73,74,83,73
70,55,63,70,68,73,74,83,73
70,54,63,70,68,73,74,82,73
69,54,62,69,68,73,74,83,73
70,54,63,69,68,73,74,83,73
70,55,63,70,68,74,74,82,74
70,54,62,69,68,73,74,82,74
70,54,63,69,67,73,74,83,73
70,55,63,70,68,73,74,82,74
70,54,62,69,67,73,74,83,73
70,55,63,70,68,73,74,83,73
70,54,63,70,68,73,74,82,73
70,54,62,69,68,73,74,83,74
70,55,63,69,68,73,74,83,73
70,55,63,70,68,74,74,82,74
70,54,63,69,68,73,74,82,74
70,54,63,69,67,73,74,83,73
70,55,63,70,68,74,74,82,74
70,54,63,70,68,74,74,82,74
70,55,63,70,68,73,74,83,73
70,54,63,70,68,74,74,82,73
70,54,62,69,68,73,74,83,0
70,55,63,69,68,73,74,83,73
70,55,63,70,68,74,0,82,74
70,54,63,69,68,74,74,83,74
70,54,63,69,0,73,74,83,73
70,55,63,70,68,74,74,83,74
70,54,0,70,68,74,74,82,74
70,54,63,69,68,73,74,83,74
42,0,63,70,68,74,74,83,74
70,55,63,70,69,74,75,82,74
70,54,63,69,68,74,75,83,74
70,55,63,70,69,74,75,83,74
70,54,63,70,69,75,75,83,75
71,55,64,71,70,76,76,84,75
71,55,64,71,70,76,77,83,76
71,55,64,70,69,76,77,84,75
71,56,64,71,70,77,77,84,76
71,55,64,70,69,77,77,84,75
71,55,64,70,69,77,76,84,75
70,55,64,70,69,77,77,83,75
71,55,63,69,69,76,76,84,74
71,55,64,70,69,77,77,84,75
70,54,63,69,69,76,76,84,74
70,55,63,70,69,76,76,84,74
70,55,63,70,69,76,77,83,74
70,54,63,69,68,76,76,83,75
70,55,63,69,68,76,76,83,74
70,55,63,70,69,76,76,83,74
70,54,63,69,69,76,76,83,75
70,54,63,69,68,76,76,83,74
70,55,63,70,69,76,76,83,75
70,54,63,69,69,77,77,83,74
70,54,63,69,68,76,76,0,74
70,55,63,70,69,76,76,83,75
70,55,63,70,69,0,76,83,74
70,54,63,69,68,76,76,83,75
70,55,63,0,68,76,76,83,74
70,55,63,70,69,76,76,83,74
69,54,63,69,69,76,76,83,75
70,54,63,69,68,76,76,83,74
70,55,63,70,69,76,76,83,75
70,54,63,69,69,76,77,83,74
69,54,63,69,68,76,76,83,75
70,55,63,69,69,76,76,83,75
70,55,63,70,69,76,76,83,74
70,54,63,69,68,76,76,83,75
70,55,63,69,68,76,76,83,74
70,55,63,69,69,76,76,83,74
70,55,63,70,69,76,76,83,75
70,55,63,69,69,76,76,83,75
70,54,63,69,68,76,76,83,75
70,55,63,69,69,76,76,83,75
70,54,63,69,68,76,77,83,75
70,54,63,69,68,76,76,83,74
70,55,63,69,69,76,76,83,75
70,54,63,69,69,76,77,83,74
70,54,63,69,68,76,76,83,75
70,55,63,69,69,76,76,83,75
70,55,63,69,69,76,76,83,74
70,55,63,69,68,76,76,83,74
70,55,63,69,69,76,76,83,74
70,54,63,69,68,77,76,83,74
70,54,63,68,68,76,76,83,74
70,55,63,69,69,76,76,83,75
70,54,63,68,68,76,76,83,74
70,55,63,68,69,76,76,83,74
41,0,63,67,68,76,76,83,75
70,54,63,67,68,76,76,83,74
70,55,63,67,68,76,76,83,74
70,54,63,67,68,76,76,83,74
70,54,63,66,68,76,76,83,74
70,55,63,67,68,76,76,83,74
70,54,63,66,68,76,76,83,75
69,54,63,66,67,76,76,83,74
70,55,63,67,67,76,76,83,74
70,55,63,67,67,76,76,82,75
69,54,63,67,66,76,76,83,75
70,55,63,68,66,75,76,83,74
70,54,63,68,66,75,76,83,74
70,55,63,69,66,75,76,83,74
70,54,63,69,67,74,76,83,74
70,54,63,69,67,73,75,83,74
70,55,63,69,68,73,75,83,74
70,55,63,70,68,73,75,82,74
69,54,63,69,68,73,74,83,74
70,54,63,69,68,74,73,83,73
70,54,63,70,68,75,74,82,74
70,54,63,69,68,75,73,82,74
70,55,63,70,69,76,74,82,73
70,54,62,69,68,76,75,82,73
69,54,62,69,69,76,76,82,72
70,55,62,70,69,76,76,82,72
70,54,62,70,69,76,76,82,73
70,54,61,69,68,76,76,83,72
70,54,61,70,69,76,76,83,73
69,53,61,69,68,76,76,83,74
70,53,62,70,69,76,76,83,74
70,53,63,70,69,76,76,83,74
69,53,62,69,69,76,76,83,74
70,54,63,69,68,76,76,83,74
69,54,63,70,69,76,76,83,74
69,54,63,69,68,76,76,83,74
